14012600913,13997166105,13969451062,14028402666,13985345282,14001968870,14006620092,13995464644
14012685217,13997257067,13968477679,14030209620,13986374636,14001966763,14006418881,13995591909
14012656797,13997403100,13967562864,14031916938,13987463647,14001989635,14006215619,13995653338
14012520582,13997597338,13966718228,14033502397,13988611807,14002020603,14006030194,13995639007
14012284588,13997830601,13965954043,14034943690,13989810641,14002041487,14005878341,13995538233
14011949535,13998097667,13965283245,14036230261,13991057724,14002034082,14005760745,13995342682
14011515804,13998387213,13964717245,14037348658,13992352259,14001979333,14005699783,13995049646
14010987837,13998686706,13964271051,14038282643,13993686730,14001861546,14005709274,13994663728
14010365545,13998985316,13963959861,14039023078,13995057938,14001665458,14005783629,13994192730
14009652101,13999267868,13963792557,14039566762,13996461490,14001373321,14005935468,13993636618
14008846354,13999521489,13963787166,14039912857,13997893225,14000974071,14006166660,13993008747
14007948796,13999730647,13963961675,14040055935,13999345005,14000456150,14006473695,13992332204
14006962420,13999877152,13964322135,14040004001,14000811784,13999816045,14006853147,13991625284
14005889554,13999946543,13964877186,14039762079,14002289866,13999050565,14007299007,13990898547
14004732322,13999927328,13965640058,14039334982,14003770626,13998159793,14007810429,13990180018
14003498750,13999807289,13966614980,14038746151,14005244208,13997147914,14008374035,13989490907
14002193162,13999567132,13967802481,14038001931,14006706621,13996022674,14008970608,13988846050
14000824582,13999199243,13969206659,14037117100,14008152151,13994798990,14009592852,13988276346
13999406142,13998697215,13970813384,14036115765,14009567098,13993485841,14010227486,13987793934
13997946730,13998047573,13972613219,14035009748,14010947989,13992104045,14010857672,13987410269
13996464160,13997247707,13974605314,14033825689,14012286547,13990678148,14011471098,13987140294
13994974957,13996302053,13976767558,14032580731,14013573569,13989229356,14012049097,13986998034
13993494213,13995206329,13979073958,14031288771,14014802040,13987783736,14012576436,13986989925
13992041601,13993963601,13981507804,14029975218,14015968251,13986363437,14013044485,13987111727
13990640637,13992583103,13984039172,14028657343,14017061204,13984996274,14013442762,13987362790
13989305857,13991078004,13986639790,14027346611,14018073430,13983713794,14013754605,13987738889
13988055653,13989460559,13989286970,14026058536,14019003010,13982542491,14013973391,13988233554
13986909229,13987741970,13991939707,14024805726,14019844089,13981506641,14014094679,13988832621
13985883404,13985949399,13994567163,14023595432,14020590971,13980632081,14014110490,13989521994
13984994564,13984100990,13997142796,14022441449,14021239203,13979938187,14014022289,13990284614
13984249191,13982220314,13999631940,14021345263,14021788500,13979448058,14013823093,13991098841
13983658494,13980335989,14002001324,14020308747,14022239141,13979182371,14013513809,13991955255
13983227745,13978468686,14004225823,14019335854,14022590726,13979150091,14013105854,13992828371
13982954472,13976651869,14006284719,14018422465,14022839018,13979360021,14012588539,13993694599
13982844245,13974913440,14008148937,14017571503,14022988664,13979819894,14011972400,13994543776
13982889496,13973275780,14009799963,14016779395,14023045239,13980534296,14011269556,13995355765
13983075190,13971768231,14011222324,14016035987,14023015157,13981498429,14010478172,13996113255
13983399496,13970416894,14012402106,14015338764,14022903979,13982702162,14009609792,13996805458
13983846714,13969241062,14013331847,14014683883,14022716047,13984135168,14008671030,13997418625
13984392845,13968258884,14014011068,14014062476,14022462239,13985784775,14007671181,13997949385
13985022764,13967488728,14014438976,14013466550,14022154781,13987626898,14006618159,13998387922
13985716391,13966946259,14014615530,14012890531,14021800037,13989637880,14005519667,13998733384
13986454135,13966636090,14014548224,14012332275,14021407633,13991799333,14004386560,13998990669
13987213085,13966561120,14014252903,14011782075,14020994336,13994074032,14003226172,13999155887
13987971193,13966725559,14013747217,14011234832,14020569894,13996430874,14002047671,13999238929
13988707348,13967122847,14013040338,14010685489,14020139757,13998840153,14000862130,13999247022
13989400537,13967743089,14012157389,14010132252,14019714848,14001270338,13999676357,13999189664
13990035050,13968575422,14011126699,14009573361,14019306572,14003687149,13998498637,13999078292
13990592761,13969603595,14009965153,14009003237,14018914496,14006053369,13997337457,13998923621
13991060379,13970807889,14008742979,14008420916,14018544080,14008348787,13996683285,13998747031
13991504039,13972244226,14007456036,14008108080,14018202356,14010578062,13996146875,13998687736
13991852986,13973823236,14006172020,14007855222,14018141534,14012679935,13996228467,13998649317
13992186150,13975584324,14004955190,14007978502,14018180194,14014677652,13997434198,13998789884
13992588676,13977584866,14003900462,14008835404,14018622281,14016593143,14000616706,13999263028
13993212585,13979916270,14003140718,14011043524,14019821448,14018487474,14007130421,14000312925
13994304133,13982727866,14002858077,14015600871,14022397293,14020467847,14019025792,14002329208
13996226686,13986263691,14003292913,14024041149,14027377398,14022699311,14039223318,14005885876
13999509861,13990875251,14004760444,14038550683,14036311994,14025432938,14071615414,14011774287
14004838639,13997012628,14007634881,14062015947,14051378037,14028995936,14121005184,14021018828
14013023347,14005208425,14012311085,14097934214,14075394410,14033788065,14192785347,14034823851
14024931615,14016020853,14019182111,14150069311,14111608796,14040232744,14292283081,14054445299
14041338701,14029920502,14028552507,14221839386,14163245000,14048714137,14423749529,14080981927
14062726431,14047163004,14040530042,14315440682,14232764710,14059473807,14589068473,14115076014
14089052679,14067654194,14054948201,14430822065,14320927665,14072500465,14786418244,14156572468
14119550207,14090800061,14071295347,14564760141,14425832754,14087438605,15009213372,14204227556
14152621543,14115447670,14088680592,14710318819,14542250221,14103510095,15245674195,14255562724
14185875919,14139941148,14105875041,14856996340,14661575129,14119557990,15479362075,14306942599
14216353439,14162273052,14121445871,14991738274,14772587329,14134154438,15690803189,14353918353
14240942219,14180346993,14133935677,15100732670,14863049214,14145783566,15860049072,14391834034
14256893927,14192321902,14142067990,15171697045,14921868137,14153109428,15969745378,14416582051
14262316909,14196934060,14144970742,15196148703,14941289905,14155211768,16008060777,14425331186
14256538867,14193733980,14142327122,15171059762,14918536694,14151771109,15970790084,14417063989
14240248932,14183176583,14134416098,15099470991,14856421382,14143127709,15862131803,14392777888
14215366753,14166526133,14122069100,14989876123,14762728268,14130221027,15693908192,14355278554
14184669177,14145620962,14106522663,14854557145,14648587692,14114411427,15483465186,14308655865
14151279345,14122558355,14089207753,14707346403,14526263200,14097224115,15250744607,14257546204
14118170898,14099354590,14071526912,14561307657,14406996562,14080114538,15015212536,14206384502
14087758402,14077664845,14054678044,14426943665,14299419697,14064258712,14793300725,14158801198
14061652618,14058635091,14039543654,14311207940,14208773804,14050436353,14596776791,14117264210
14040627067,14042859866,14026619996,14217331730,14136974403,14039029970,14432222533,14083016936
14024730656,14030437012,14016064146,14145375869,14083265448,14030065963,14301442502,14056211433
14013486520,14021099072,14007772832,14093152919,14045180691,14023307888,14202544951,14036214714
14006119050,14014366366,14001449905,14057244047,14019504546,14018376763,14131282292,14021949328
14001760950,14009681748,13996721658,14033894738,14002980327,14014865434,14082308904,14012161996
13999587025,14006502808,13993198606,14019622230,13992779498,14012380395,14050223243,14005669189
13998909511,14004360956,13990533180,14011540242,13986707929,14010586723,14030219383,14001470902
13999195185,14002900831,13988444384,14007461803,13983203936,14009249726,14018396914,13998788973
14000051592,14001870012,13986720495,14005857745,13981233119,14008194350,14011830816,13997080798
14001216956,14001087036,13985214166,14005729685,13980156999,14007307045,14008463246,13995981527
14002527106,14000448599,13983825298,14006454502,13979608686,14006522601,14006942035,13995259469
14003877614,13999898440,13982500909,14007673210,13979270602,14005810530,14006415857,13994783485
14005165985,13999374632,13981209860,14009065902,13979318731,14005138789,14006378519,13994420342
14006436916,13998947804,13979918678,14010827980,13979491378,14004544710,14006330265,13994274015
14007603377,13998548828,13978671622,14012669111,13979776305,14004000298,14006670808,13994215022
14008657868,13998185204,13977430271,14014578399,13980163530,14003512248,14006923073,13994234904
14009594344,13997870377,13976203486,14016538312,13980650504,14003090440,14007084150,13994324008
14010408061,13997605746,13974998847,14018533943,13981234537,14002737961,14007158959,13994471149
14011093177,13997399102,13973821681,14020549007,13981902869,14002456635,14007160135,13994657020
14011652998,13997250997,13972670507,14022562688,13982651714,14002243579,14007095464,13994869268
14012092392,13997160668,13971554280,14024555905,13983480037,14002092672,14006975518,13995088371
14012405903,13997132734,13970478728,14026510891,13984379014,14002005425,14006811285,13995290551
